id,"Alkalinity, total",Calcium,Chloride,Fluoride,Magnesium,Nitrate as N,Sodium,Specific Conductivity,Sulfate,Total Dissolved Solids,Hardness
1874,230.0,81.0,16.0,0.4,18.0,5.0,15.0,610.0,33.0,360.0,290.0
1875,210.0,91.0,45.0,0.7,24.0,13.0,42.0,800.0,68.0,500.0,330.0
1876,260.0,40.0,82.0,0.2,19.0,0.1,124.0,930.0,84.0,550.0,198.0
1877,110.0,15.0,13.0,1.1,4.9,0.99,54.0,350.0,40.0,220.0,57.0
1878,260.0,172.0,46.0,0.2,7.0,0.1,40.0,926.0,205.0,670.0,452.0
1879,114.5,15.4,13.8,0.2,11.0,2.9,12.0,260.0,6.3,148.0,171.1
1880,200.0,85.0,84.0,0.2,21.0,4.9,64.0,860.0,130.0,620.0,300.0
1881,183.0,49.3,16.4,0.2,14.5,3.02,23.1,462.0,24.2,341.0,182.0
1882,180.0,214.0,21.0,0.3,6.0,0.2,118.0,709.0,162.0,470.0,299.0
1883,190.0,60.0,49.0,0.12,20.0,7.83,51.0,840.0,30.0,590.0,250.0
1884,90.0,24.0,15.0,0.13,7.3,2.04,25.0,270.0,4.8,210.0,122.0
1885,210.0,67.0,140.0,0.3,7.2,0.5,150.0,1100.0,130.0,630.0,200.0
1886,140.0,35.0,66.0,0.11,11.0,0.44,64.0,560.0,41.0,340.0,140.0
1887,80.0,18.0,70.0,0.3,1.4,4.3,79.0,490.0,17.0,280.0,72.0
1888,360.0,82.0,59.0,0.14,55.0,3.4,35.0,820.0,71.0,1100.0,412.0
1889,135.0,31.9,11.1,1.3,10.4,6.6,19.0,333.0,12.8,260.0,122.0
1890,38.0,43.0,80.0,0.078,0.2,3.6395,72.0,622.0,140.0,480.0,88.0
1891,79.0,24.0,30.0,0.43,3.0,1.4,45.0,280.0,46.0,210.0,66.0
1892,200.0,84.0,33.0,0.24,40.0,1.3,46.0,850.0,240.0,640.0,360.0
1893,110.0,22.0,65.0,0.23,11.0,0.61,47.0,330.0,7.3,300.0,96.0
1894,140.0,79.0,51.0,0.43,12.0,1.8,43.0,590.0,76.0,390.0,210.0
1895,183.0,114.0,55.6,0.317,23.3,2.0,82.6,1070.0,284.0,730.0,353.0
1896,150.0,89.0,85.0,0.22,34.0,7.7,38.0,859.0,130.0,550.0,360.0
1897,160.0,47.0,39.0,0.51,9.7,3.4,40.0,560.0,56.0,290.0,160.0
1898,140.0,56.0,24.0,0.22,19.0,1.14,33.0,510.0,78.0,340.0,200.0
1899,300.0,92.0,37.0,0.34,58.0,0.99,48.0,1100.0,240.0,730.0,470.0
1900,158.0,14.0,5.42,0.21,25.0,0.6,5.8,651.0,27.8,316.0,140.0
1901,380.0,37.0,14.0,0.32,41.0,0.43,60.0,740.0,18.0,410.0,141.0
1902,68.0,12.0,1.0,0.1,8.0,0.605,5.0,139.0,1.85,101.0,69.0
1903,70.0,22.0,12.0,1.4,3.0,2.7,19.0,250.0,9.0,140.0,67.2
1904,61.0,23.0,510.0,0.11,3.5,1.0,20.0,250.0,13.0,160.0,82.0
1905,100.0,27.0,6.3,0.5,9.4,4.3,14.0,290.0,19.0,180.0,100.0
1906,230.0,41.0,18.0,0.11,29.0,2.0,27.0,490.0,8.5,320.0,210.0
1907,130.0,17.0,44.0,0.28,33.0,1.1,15.0,380.0,10.0,200.0,180.0
1908,250.0,56.0,20.0,0.13,32.0,8.5,25.0,620.0,18.0,350.0,240.0
1909,270.0,124.0,83.0,0.3,62.0,0.09,78.0,1340.0,365.0,1020.0,573.0
1910,140.0,28.0,19.0,0.11,13.0,1.3,19.0,260.0,8.9,290.0,170.0
1911,130.0,80.0,61.0,0.54,19.0,0.8,36.0,690.0,170.0,500.0,290.0
1912,220.0,32.0,56.0,0.31,35.0,3.0,81.0,800.0,79.0,470.0,220.0
1913,230.0,44.0,71.0,0.16,41.0,5.6,26.0,640.0,27.0,410.0,278.0
1914,330.0,76.0,57.0,0.16,66.0,4.5,41.0,1000.0,92.0,590.0,501.0
1915,137.0,27.0,29.9,0.2,8.45,0.1,20.9,325.0,3.29,228.0,120.0
1916,161.0,21.4,16.0,0.11,16.0,0.59,21.9,340.0,11.0,250.0,132.0
1917,232.0,117.0,126.0,0.46,24.9,1.84,99.7,1170.0,167.0,746.0,387.0
1918,130.0,25.0,67.0,0.25,12.0,0.1,60.0,470.0,3.9,270.0,110.0
1919,210.0,55.0,30.0,0.15,23.0,9.0,39.0,610.0,25.0,380.0,250.0
1920,124.0,21.0,73.0,0.78,11.0,1.4,64.0,506.0,13.0,312.0,97.7
1921,82.0,35.0,11.0,0.15,2.3,1.0,20.0,310.0,33.0,200.0,110.0
1922,84.0,21.0,58.0,0.1,15.4,1.2,34.0,402.0,4.9,200.0,132.0
1923,150.0,30.0,11.0,0.13,13.0,2.8,20.0,300.0,11.0,250.0,140.0
1924,260.0,126.0,31.0,0.5,30.0,7.7,48.0,973.0,202.0,600.0,454.0
1925,210.0,70.0,57.0,0.205,11.0,1.62,43.7,650.0,13.0,390.0,220.0
1926,240.0,110.0,110.0,0.38,25.0,1.0,35.0,530.0,51.0,540.0,390.0
1927,240.0,37.0,49.0,0.15,42.0,3.1,31.0,640.0,11.0,350.0,270.0
1928,210.0,85.0,15.0,0.48,17.0,1.5,21.0,630.0,85.0,400.0,280.0
1929,130.0,28.0,54.0,0.2,5.4,12.0,94.0,610.0,48.0,360.0,100.0
1930,160.0,60.0,7.2,0.67,11.0,2.2,14.0,480.0,32.0,260.0,190.0
1931,110.0,57.5,150.0,0.4,25.5,1.6,114.0,1000.0,210.0,680.0,250.0
1932,210.0,29.7,35.2,0.087,32.0,0.84,34.0,543.0,22.6,280.0,183.0
1933,120.0,66.0,34.0,0.2,7.0,10.0,38.0,560.0,59.0,350.0,180.0
1934,88.0,37.0,150.0,0.16,14.0,1.2,76.0,690.0,11.0,420.0,150.0
1935,150.0,52.6,3.4,0.39,8.5,1.2,8.7,300.0,25.0,190.0,170.0
1936,210.0,74.0,15.0,0.3,14.0,1.0,14.0,590.0,75.0,390.0,260.0
1937,193.0,99.9,78.5,0.44,21.7,3.74,58.6,825.0,129.0,598.0,315.0
1938,170.0,58.0,22.0,0.35,7.39,0.59,26.0,460.0,62.0,280.0,180.0
1939,120.0,16.0,7.2,0.2,7.4,0.16,26.0,280.0,0.52,160.0,64.0
1940,170.0,25.0,37.0,0.46,5.4,3.6,58.0,270.0,38.0,310.0,87.0
1941,40.0,7.2,56.0,0.6,0.223,1.0,73.7,445.0,62.7,244.0,60.0
1942,120.0,30.0,11.0,2.3,8.9,2.5,18.0,350.0,5.0,260.0,110.0
1943,200.0,58.0,41.0,0.85,17.0,6.3,39.0,580.0,16.0,350.0,200.0
1944,190.0,70.0,34.0,0.28,11.0,0.5,35.0,610.0,70.0,360.0,230.0
1945,190.0,58.0,26.0,0.14,8.7,12.1,36.0,540.0,44.0,350.0,180.0
1946,90.0,28.0,41.0,0.2,9.1,1.2,35.0,390.0,14.0,290.0,110.0
1947,140.0,20.0,10.0,0.3,3.0,1.2,45.0,330.0,9.6,242.0,90.0
1948,93.0,40.0,46.0,0.16,34.0,1.1,19.0,560.0,14.0,230.0,220.0
1949,78.3,10.3,42.0,0.12,4.3,0.847,43.4,339.0,19.2,247.0,44.0
1950,59.2,31.0,2.32,0.5,2.19,0.75,83.7,135.3,0.71,75.0,43.6
1951,150.0,22.0,8.7,0.14,12.0,4.3,18.0,370.0,6.1,240.0,100.0
1952,86.0,100.0,76.0,0.61,16.0,1.3,57.0,1300.0,190.0,830.0,210.0
1953,72.0,33.0,20.0,0.42,13.0,1.0,42.0,490.0,38.0,290.0,183.0
1954,74.0,20.0,4.8,0.2,2.9,0.73,12.0,180.0,5.0,140.0,63.0
1955,112.0,11.0,20.1,0.13,2.0,13.0,44.0,290.0,7.3,180.0,40.4
1956,186.0,27.2,19.2,0.2,30.1,1.78,62.9,714.0,13.5,498.0,187.0
1957,53.0,14.0,1.2,0.54,2.8,3.2,7.7,130.0,6.3,84.0,47.0
1958,71.0,7.67,232.0,8.6,0.171,0.19,253.0,1300.0,202.0,774.0,24.0
1959,300.0,46.0,51.0,0.24,48.0,0.86,58.0,790.0,83.0,500.0,310.0
1960,170.0,26.0,40.0,1.3,4.1,5.8,68.0,650.0,70.0,420.0,82.0
1961,250.0,63.0,65.0,0.3,33.0,3.8,51.0,750.0,23.0,490.0,290.0
1962,50.0,5.7,5.5,0.24,4.2,1.1,11.0,140.0,4.6,170.0,32.0
1963,240.0,110.0,67.0,0.1,36.0,5.3,25.0,800.0,60.0,560.0,418.0
1964,230.0,41.0,16.0,0.15,35.0,4.3,22.0,520.0,19.0,300.0,250.0
1965,125.0,27.3,85.7,0.106,31.7,3.7,52.5,640.0,24.8,376.0,194.0
1966,116.0,23.0,39.7,0.098,25.2,5.59,28.0,455.0,13.1,250.0,160.0
1967,130.0,35.0,4.5,0.2,6.3,1.1,21.0,260.0,10.0,210.0,97.6
1968,180.0,62.8,24.0,0.33,12.1,1.3,14.0,490.0,31.0,280.0,200.0
1969,120.0,28.0,76.0,0.27,22.0,13.5,50.0,600.0,19.0,380.0,170.0
1970,130.0,33.0,3.6,0.2,4.2,2.1,32.0,320.0,16.0,180.0,94.0
1971,180.0,36.0,4.0,0.1,22.0,1.8,15.0,443.0,23.6,280.0,168.0
1972,120.0,22.0,29.6,0.25,18.0,2.9,18.5,340.0,4.8,260.0,140.0
1973,110.0,27.0,14.0,0.12,5.2,0.9,47.0,413.0,63.0,280.0,88.0
1974,75.0,38.0,20.4,0.12,21.0,2.0,21.0,268.0,42.9,174.0,140.0
1975,230.0,36.0,13.0,0.8,5.0,3.0,203.0,1050.0,257.0,720.0,127.0
1976,270.0,73.0,29.0,1.9,31.0,2.9,67.0,870.0,170.0,550.0,310.0
1977,200.0,47.0,110.0,0.12,29.0,0.4,71.0,832.0,61.0,490.0,240.0
1978,270.0,81.0,19.0,0.2,17.0,1.3,19.0,629.0,24.0,400.0,270.0
1979,72.0,15.0,3.2,0.7,3.4,0.34,15.0,160.0,2.2,120.0,54.0
1980,200.0,52.0,17.0,0.41,14.0,4.7,28.0,460.0,29.0,300.0,190.0
1981,381.0,91.0,36.0,0.1,38.0,2.3,25.0,784.0,18.0,444.0,383.0
1982,350.0,150.0,240.0,0.34,39.0,12.0,170.0,1600.0,290.0,990.0,600.0
1983,160.0,35.0,7.5,0.81,7.6,1.4,25.0,310.0,9.8,230.0,120.0
1984,248.0,56.8,73.3,0.67,33.4,7.82,40.0,753.0,12.0,447.0,279.0
1985,140.0,24.0,5.8,0.18,16.0,2.0,20.0,370.0,9.1,230.0,140.0
1986,330.0,71.0,13.0,0.9,43.0,1.3,31.0,700.0,130.0,500.0,400.0
1987,190.0,64.0,78.0,0.52,23.0,0.72,79.0,930.0,89.0,490.0,280.0
1988,200.0,52.0,24.0,0.35,12.0,0.75,39.0,540.0,52.0,390.0,180.0
1989,72.0,14.0,2.6,0.12,5.4,0.54,8.4,130.0,3.0,150.0,57.0
1990,91.0,23.0,8.3,0.7,2.3,0.52,34.0,290.0,30.0,240.0,67.0
1991,61.0,18.0,10.0,0.15,1.8,0.722,15.0,170.0,10.0,110.0,57.0
1992,90.0,17.0,16.0,0.1,10.0,0.7,14.0,250.0,8.0,200.0,83.6
1993,110.0,23.0,11.0,0.3,11.0,2.2,16.0,295.0,6.1,260.0,130.0
1994,310.0,63.0,62.0,0.25,50.0,0.5,40.0,840.0,56.0,520.0,360.0
1995,50.0,10.1,3.1,0.1,4.2,0.25,6.0,118.0,0.9,107.0,45.0
1996,110.0,26.0,25.0,0.21,13.0,0.59,22.0,310.0,7.2,240.0,100.0
1997,290.0,150.0,50.0,0.3,33.0,13.0,36.0,1100.0,200.0,800.0,520.0
1998,110.0,40.0,42.0,0.56,7.2,1.1,47.0,470.0,47.0,280.0,130.0
1999,280.0,110.0,320.0,0.33,163.0,1.2,150.0,2000.0,56.0,980.0,540.0
2000,170.0,40.0,22.0,0.11,14.0,1.4,46.0,470.0,41.0,310.0,150.0
2001,230.0,15.0,6.5,0.14,53.0,2.4,6.4,470.0,15.0,220.0,210.0
2002,80.0,35.0,9.0,0.2,5.0,2.0,15.0,264.0,33.0,220.0,90.4
2003,160.0,22.0,14.7,0.15,19.0,0.03,21.0,350.0,10.5,250.0,120.0
2004,54.0,52.0,19.0,0.066,0.51,8.1,34.0,250.0,87.0,140.0,41.0
2005,220.0,110.0,130.0,0.16,18.0,7.4,66.0,1000.0,79.0,650.0,350.0
2006,71.9,24.0,33.5,0.139,4.08,0.158,19.3,282.0,13.2,133.0,80.0
2007,190.0,69.0,9.3,0.47,13.0,2.7,18.0,490.0,45.0,280.0,230.0
2008,210.0,100.0,40.0,0.5,26.0,2.3,40.0,932.0,224.0,650.0,432.0
2009,200.0,150.0,60.0,0.52,45.8,4.3,120.0,1400.0,470.0,860.0,600.0
2010,170.0,56.0,16.0,0.14,8.4,3.8,23.0,430.0,17.0,270.0,170.0
2011,170.0,96.0,21.0,0.27,17.0,4.5,20.0,600.0,110.0,420.0,310.0
2012,100.0,5.6,6.6,0.22,7.7,0.9,17.0,220.0,5.9,110.0,55.0
2013,200.0,42.0,14.0,0.12,23.0,5.4,18.0,430.0,22.0,290.0,240.0
2014,75.0,56.0,2.1,0.29,7.8,0.41,55.0,530.0,190.0,350.0,150.0
2015,97.6,32.0,12.3,0.2,9.0,2.3,16.0,220.0,7.1,181.0,156.0
2016,110.0,30.0,25.0,0.14,7.5,1.012,21.0,314.0,23.0,260.0,70.0
2017,58.0,30.0,60.0,0.15,9.0,6.6,28.0,390.0,8.4,270.0,130.0
2018,220.0,86.5,193.0,0.376,44.0,0.907,122.0,1280.0,165.0,810.0,412.0
2019,212.0,114.0,75.1,0.44,17.0,1.8,49.3,620.0,125.0,648.0,397.0
2020,96.0,23.0,4.1,0.58,4.4,0.64,17.0,212.0,4.6,140.0,75.0
2021,50.0,7.0,2.0,0.2,4.0,0.2,10.0,114.0,4.0,120.0,24.8
2022,142.0,49.9,40.0,0.11,21.9,2.3,16.6,521.0,43.6,302.0,211.0
2023,290.0,62.0,180.0,0.33,54.0,1.2,110.0,1200.0,60.0,690.0,380.0
2024,140.0,390.0,742.0,0.1,53.0,8.6,230.0,3520.0,102.0,2600.0,874.0
2025,300.0,160.0,87.0,0.39,28.0,12.94,74.0,1200.0,110.0,830.0,540.0
2026,220.0,26.0,26.0,0.26,37.0,2.0,59.0,580.0,27.9,350.0,218.0
2027,76.0,47.2,35.0,0.14,16.1,2.3,42.0,320.0,97.0,260.0,82.0
2028,130.0,30.0,19.0,2.7,7.5,2.7,57.0,490.0,74.0,360.0,110.0
2029,193.0,66.0,82.0,0.27,18.0,1.0,62.0,770.0,48.0,466.0,241.0
2030,210.0,150.0,100.0,0.16,50.0,17.0,74.0,1000.0,98.0,640.0,570.0
2031,272.0,166.0,157.0,0.16,44.0,16.0,58.0,1360.0,207.0,668.0,536.0
2032,240.0,71.0,33.0,0.75,36.0,6.1,28.0,700.0,58.0,580.0,320.0
2033,310.0,79.0,39.0,1.9,40.0,1.9,95.0,1040.0,190.0,700.0,360.0
2034,100.0,19.0,17.0,0.1,14.0,2.0,20.0,330.0,4.5,200.0,88.0
2035,170.0,54.0,24.0,1.4,9.2,0.81,33.0,480.0,42.0,300.0,160.0
2036,140.0,51.0,16.0,0.18,8.096,2.971,27.41,450.0,15.0,280.0,70.0
2037,210.0,47.0,33.0,0.37,18.0,2.2,66.0,960.0,120.0,780.0,260.0
2038,350.0,215.0,480.0,0.3,62.0,0.2,108.0,2280.0,115.0,2680.0,946.0
2039,220.0,64.0,11.0,0.3,17.0,5.0,22.0,520.0,28.0,340.0,210.0
2040,270.0,139.0,95.0,0.4,48.0,1.4,118.0,1420.0,360.0,920.0,580.0
2041,53.0,11.0,3.7,0.2,1.6,0.84,13.0,110.0,1.8,97.0,29.0
2042,80.0,16.0,20.0,0.16,4.8,0.95,26.0,220.0,4.8,190.0,60.0
2043,170.0,48.0,38.0,0.15,28.0,3.9,19.0,550.0,36.0,330.0,249.0
2044,110.0,26.0,74.7,0.23,14.0,1.35,36.0,380.0,9.3,330.0,120.0
2045,170.0,34.0,7.1,0.13,20.0,4.5,30.0,420.0,19.0,240.0,200.0
2046,130.0,21.0,19.0,0.1,14.0,1.5,25.0,361.0,18.0,230.0,117.0
2047,320.0,63.0,31.0,0.69,30.0,0.3,55.0,760.0,53.0,430.0,280.0
2048,87.0,7.8,5.9,0.11,14.0,0.16,10.0,220.0,7.0,130.0,73.0
2049,80.0,15.0,7.6,0.12,10.0,0.99,9.3,210.0,3.7,130.0,79.0
2050,360.0,57.0,46.0,0.19,55.0,4.7,69.0,1100.0,130.0,640.0,460.0
2051,196.0,75.1,73.3,0.5,32.5,11.4,35.0,987.0,151.0,554.0,412.0
2052,160.0,58.0,14.6,0.2,20.0,1.6,21.0,500.0,58.8,310.0,223.0
2053,60.0,16.0,34.9,0.1,8.8,0.9,24.7,310.0,3.7,239.0,65.0
2054,186.0,71.0,12.0,0.2,10.0,0.7,12.0,440.0,32.0,280.0,218.0
2055,230.0,192.0,65.0,0.53,54.0,4.1,100.0,1600.0,580.0,1200.0,620.0
2056,67.0,8.2,7.0,0.17,0.96,1.8,35.0,180.0,5.3,130.0,30.0
2057,82.0,19.0,15.0,0.13,3.5,1.9,14.0,340.0,11.0,200.0,110.0
2058,140.0,9.7,7.1,0.33,8.8,0.99,37.0,300.0,3.6,200.0,69.0
2059,220.0,79.0,83.0,0.4,30.0,7.3,76.0,960.0,134.0,600.0,308.0
2060,140.0,25.0,9.4,0.11,16.0,3.4,25.0,340.0,5.3,200.0,140.0
2061,120.0,36.0,13.0,0.14,6.0,1.917,22.0,334.0,23.0,210.0,120.0
2062,98.0,18.0,33.0,0.38,14.0,3.8,33.0,356.0,13.0,220.0,100.0
2063,210.0,31.0,8.0,0.26,14.0,2.1,17.0,330.0,2.6,300.0,200.0
2064,68.0,9.2,3.8,0.11,4.3,0.11,17.0,170.0,5.2,180.0,42.0
2065,120.0,34.0,29.0,0.1,11.0,4.1,29.0,380.0,12.0,280.0,130.0
2066,130.0,40.0,3.8,0.2,5.7,2.0,17.0,300.0,4.5,190.0,130.0
2067,56.6,24.7,16.4,0.46,2.6,0.66,47.2,252.0,33.0,122.0,66.6
2068,160.0,53.0,10.0,0.28,7.2,15.0,35.0,470.0,57.0,280.0,180.0
2069,59.72,15.8,13.2,0.055,0.98,0.4242,17.6,170.0,3.62,111.0,47.1
2070,200.0,120.0,90.0,0.18,29.0,25.8,26.0,1000.0,69.0,710.0,420.0
2071,230.0,87.0,87.0,0.21,45.0,0.56,69.0,870.0,120.0,450.0,400.0
2072,257.0,39.2,13.7,0.1,28.7,8.0,22.0,520.0,16.2,360.0,259.0
2073,240.0,340.0,21.0,0.23,47.0,3.9,190.0,1100.0,390.0,860.0,1400.0
2074,130.0,25.0,32.7,0.2,17.0,9.04,17.5,300.0,9.1,240.0,106.0
2075,79.0,29.0,9.4,0.34,1.7,0.95,18.0,240.0,27.0,180.0,80.0
2076,50.0,13.0,1.0,0.3,3.0,0.1,7.0,136.0,11.4,80.0,44.8
2077,280.0,140.0,41.0,0.57,35.0,0.99,63.0,1100.0,260.0,800.0,440.0
2078,220.0,55.0,25.0,0.32,19.0,2.0,64.0,640.0,62.0,400.0,210.0
2079,170.0,59.0,300.0,0.97,9.8,1.2,240.0,1600.0,160.0,910.0,190.0
2080,192.0,98.0,128.0,0.44,20.0,3.5,100.0,924.0,182.0,522.0,355.0
2081,72.0,69.0,120.0,1.4,11.0,0.71,160.0,1100.0,290.0,710.0,220.0
2082,320.0,76.0,190.0,1.1,43.0,6.4,140.0,1930.0,220.0,560.0,610.0
2083,160.0,35.0,57.0,0.13,13.0,10.0,49.0,570.0,21.0,380.0,140.0
2084,260.0,22.0,5.6,0.34,22.0,1.1,47.0,360.0,4.6,300.0,150.0
2085,330.0,60.0,15.0,0.4,42.0,0.17,40.0,652.0,32.0,500.0,270.0
2086,150.0,93.0,80.0,0.2,33.0,12.0,34.0,893.0,110.0,550.0,350.0
2087,200.0,37.0,29.0,0.15,8.7,2.6,49.0,650.0,33.0,370.0,180.0
2088,170.0,45.0,45.0,0.14,20.0,2.0,18.0,540.0,41.0,330.0,205.0
2089,180.0,54.9,5.8,0.22,6.8,0.94,12.0,380.0,21.0,250.0,160.0
2090,84.0,33.0,26.0,0.11,4.1,1.007,25.0,290.0,22.0,190.0,100.0
2091,180.0,130.0,42.0,0.28,39.0,11.0,47.0,1080.0,310.0,920.0,500.0
2092,50.0,16.0,120.0,0.35,0.62,0.77,110.0,626.0,48.0,350.0,46.0
2093,192.0,73.7,18.5,0.28,16.2,5.17,24.8,626.0,70.1,358.0,234.0
2094,100.0,19.0,8.0,0.2,9.0,2.6,17.0,314.0,7.0,180.0,72.1
2095,140.0,43.0,98.0,0.46,17.0,4.3,64.0,670.0,31.0,340.0,180.0
2096,270.0,69.0,51.0,0.16,56.0,2.9,39.0,820.0,74.0,510.0,402.0
2097,107.0,14.0,7.11,0.656,2.43,0.572,39.1,281.0,18.8,186.0,40.0
2098,140.0,26.0,17.0,0.18,13.0,4.1,27.0,380.0,18.0,230.0,130.0
2099,100.0,22.0,6.0,0.51,4.1,0.52,25.0,260.0,17.0,160.0,72.0
2100,55.0,43.0,401.3,0.2,35.0,2.898,183.9,1611.0,30.7,794.0,240.0
2101,120.0,51.0,52.0,0.45,11.0,2.0,52.0,624.0,100.0,410.0,170.0
2102,234.0,85.0,185.0,0.25,34.0,5.6,74.0,580.0,22.0,596.0,352.0
2103,76.0,26.0,20.0,0.092,2.5,0.12,18.0,246.0,18.0,150.0,70.0
2104,380.0,2.8,1.4,0.36,1.3,0.04,170.0,680.0,9.7,400.0,12.0
2105,91.0,17.0,10.0,0.74,3.6,0.56,46.0,320.0,54.0,200.0,67.0
2106,110.0,20.0,7.3,0.1,12.0,2.7,15.0,250.0,6.6,200.0,99.0
2107,210.0,90.0,280.0,0.27,44.0,0.9,200.0,1700.0,220.0,1000.0,420.0
2108,140.0,24.0,8.2,0.11,12.0,2.9,32.0,380.0,8.0,230.0,110.0
2109,190.0,52.0,110.0,0.3,11.0,0.24,92.0,810.0,57.0,540.0,180.0
2110,93.0,12.0,7.5,0.31,7.1,0.52,22.0,220.0,6.6,230.0,59.0
2111,200.0,24.0,6.0,0.35,24.0,1.129,46.0,470.0,26.0,270.0,170.0
2112,110.0,26.0,9.8,0.16,5.4,1.3,22.0,270.0,14.0,160.0,96.0
2113,61.0,17.0,53.0,0.35,11.0,0.97,35.0,370.0,11.0,240.0,87.0
2114,160.0,82.0,190.0,1.5,30.0,1.7,230.0,1800.0,450.0,940.0,480.0
2115,210.0,78.0,18.0,0.44,22.0,0.21,48.0,624.0,100.0,410.0,280.0
2116,198.4,56.2,18.2,0.1,17.0,6.26,34.0,420.0,18.9,310.0,190.0
2117,113.4,21.0,8.8,0.13,12.0,1.7,11.0,260.0,5.0,270.0,153.6
2118,50.0,14.0,9.0,0.2,7.0,4.1,16.0,214.0,4.0,180.0,63.7
2119,91.0,14.0,5.9,0.13,8.6,0.79,14.0,180.0,1.5,200.0,76.0
2120,24.0,8.2,47.0,0.14,6.9,2.5,16.0,290.0,18.0,170.0,43.0
2121,140.0,45.0,14.0,0.21,15.0,0.4,35.0,480.0,91.0,350.0,170.0
2122,110.0,21.0,9.4,0.21,16.0,3.2,20.0,330.0,22.0,260.0,100.0
2123,83.0,25.0,5.2,0.1,2.3,1.4,13.0,190.0,6.5,130.0,71.0
2124,263.0,118.0,123.0,0.3,50.8,4.11,72.8,1173.0,188.0,790.0,517.0
2125,205.0,141.0,180.0,0.28,61.1,60.0,81.0,1300.0,95.0,870.0,500.0
2126,210.0,41.0,11.0,0.41,29.0,3.2,21.0,460.0,6.1,220.0,220.0
2127,360.0,93.0,6.89,0.18,32.0,0.99,5.7,621.0,5.91,323.0,360.0
2128,130.0,24.0,19.0,2.0,18.0,1.0,40.0,520.0,100.0,360.0,260.0
2129,210.0,122.0,54.0,0.3,33.0,0.09,96.0,1120.0,298.0,800.0,440.0
2130,67.0,18.0,21.0,0.12,5.7,1.9,22.0,240.0,6.9,190.0,67.0
2131,59.0,3.2,13.0,0.15,0.18,1.6,39.0,180.0,12.0,140.0,7.2
2132,212.1,29.3,23.7,0.1,5.5,1.7,65.0,436.0,26.0,278.0,190.1
2133,300.0,63.0,92.0,0.11,68.0,10.37,48.0,920.0,54.0,580.0,450.0
2134,140.0,110.0,93.0,0.21,34.0,8.4,46.0,910.0,180.0,680.0,410.0
2135,103.0,70.0,125.0,0.3,25.0,9.2,73.0,933.0,100.0,566.0,255.0
2136,210.0,95.0,61.0,0.32,26.5,3.2,64.0,840.0,110.0,510.0,310.0
2137,140.0,48.0,22.0,0.11,14.0,9.7,21.0,475.0,20.0,350.0,180.0
2138,360.0,120.0,30.0,0.4,27.0,2.1,31.0,915.0,80.0,640.0,410.0
2139,120.0,22.0,4.4,0.13,9.7,1.5,17.0,210.0,4.3,180.0,95.0
2140,98.0,32.0,13.0,0.13,2.9,0.7663,16.0,284.0,12.0,150.0,89.0
2141,100.0,38.0,32.0,0.3,18.0,1.5,55.0,539.0,112.0,410.0,161.0
2142,150.0,57.0,24.0,0.73,15.0,2.9,44.0,600.0,89.0,390.0,220.0
2143,280.0,91.0,38.0,0.3,54.0,0.58,49.0,1000.0,240.0,720.0,440.0
2144,200.0,72.6,15.0,0.35,13.4,0.52,49.0,570.0,69.0,350.0,236.0
2145,78.0,17.0,4.5,0.1,5.9,1.4,14.0,190.0,8.0,190.0,71.0
2146,320.0,3.1,14.0,1.6,1.6,0.64,180.0,710.0,29.0,760.0,7.7
2147,210.0,20.0,7.4,0.15,4.8,0.38,76.0,450.0,23.0,280.0,71.0
2148,210.0,120.0,87.0,0.17,30.0,47.4,26.0,1000.0,80.0,720.0,430.0
2149,150.0,30.0,10.0,0.1,19.0,0.66,17.0,384.0,21.6,260.0,153.0
2150,190.0,44.0,9.4,0.46,9.3,4.1,38.0,470.0,33.0,270.0,170.0
2151,280.0,98.0,48.0,0.12,25.0,4.1,24.0,700.0,45.0,520.0,307.0
2152,76.0,16.0,6.6,0.3,7.8,1.4,14.0,190.0,14.0,140.0,76.0
2153,190.0,73.0,51.0,0.24,36.0,6.1,49.0,920.0,210.0,610.0,410.0
2154,150.0,89.0,5.3,0.39,12.0,0.97,9.9,370.0,23.0,250.0,210.0
2155,130.0,24.0,16.0,0.19,17.0,0.76,19.0,330.0,6.8,240.0,130.0
2156,70.0,10.0,5.0,0.4,7.0,0.77,11.0,163.0,5.0,90.0,53.8
2157,143.0,86.0,300.6,0.5,32.0,0.549,168.2,1682.0,150.3,924.0,360.0
2158,63.0,89.0,67.0,0.13,22.0,5.6,170.0,1300.0,500.0,920.0,310.0
2159,180.0,137.0,49.0,1.1,35.0,0.3,74.0,1320.0,294.0,910.0,486.0
2160,110.0,22.0,7.5,0.1,4.2,1.25,25.0,220.0,13.0,180.0,67.0
2161,120.0,8.8,39.0,0.22,1.1,4.1,62.0,360.0,17.0,170.0,22.0
2162,284.0,160.0,130.0,0.23,47.0,6.2,82.0,1500.0,290.0,1000.0,588.0
2163,190.0,55.0,35.0,0.27,12.0,0.5,51.0,800.0,100.0,380.0,210.0
2164,79.0,7.3,5.4,0.14,0.23,1.4,36.0,210.0,3.7,120.0,19.0
2165,54.0,29.0,215.0,0.11,29.0,2.2,80.0,700.0,7.7,568.0,192.0
2166,70.0,20.0,12.0,1.5,3.0,2.6,18.0,245.0,11.6,160.0,64.7
2167,126.0,22.9,16.2,0.39,4.3,0.75,54.1,367.0,84.4,334.0,59.7
